InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Total Price
30043,T0043,MacBook Air M2 13”,2,2025-04-30,207.27,1099,Honduras,414.54
30044,T0044,Sony Alpha a7 IV Cámara,3,2025-09-03,2000.57,1089,Perú,6001.71
30045,T0045,Samsung Galaxy Watch 6,5,2025-07-05,1684.07,1041,Colombia,8420.35
30046,T0046,Logitech MX Master 3S Mouse,1,2025-07-22,2369.29,1070,Perú,2369.29
30047,T0047,Sony WH-1000XM5 Audífonos,5,2025-06-21,236.32,1002,Argentina,1181.6
30048,T0048,iPad Pro 12.9”,2,2025-08-12,1470.95,1017,Guatemala,2941.9
30049,T0049,Razer Huntsman V2 Teclado,3,2025-04-28,1589.12,1039,Honduras,4767.36
30050,T0050,ASUS ROG Strix RTX 4080 GPU,1,2025-06-27,452.03,1003,México,452.03
30051,T0051,DJI Mini 3 Pro Drone,2,2025-06-17,2428.16,1068,Chile,4856.32
30052,T0052,Sony WH-1000XM5 Audífonos,2,2025-03-24,1805.18,1063,Honduras,3610.36
30053,T0053,LG OLED C2 55” TV,3,2025-04-10,1393.76,1076,Chile,4181.28
30054,T0054,MacBook Air M2 13”,5,2025-06-20,409.28,1005,Perú,2046.3999999999999
30055,T0055,MacBook Air M2 13”,2,2025-04-16,683.45,1038,El Salvador,1366.9
30056,T0056,Razer Huntsman V2 Teclado,2,2025-01-10,759.93,1009,Perú,1519.86
30057,T0057,iPhone 14 Pro Max 128GB,4,2025-01-12,261.59,1083,México,1046.36
30058,T0058,iPhone 14 Pro Max 128GB,1,2025-05-27,210.81,1084,Argentina,210.81
30059,T0059,Samsung Galaxy Watch 6,3,2025-08-22,1697.71,1079,Colombia,5093.13
30060,T0060,LG OLED C2 55” TV,5,2025-02-07,1326.29,1079,Honduras,6631.45
30061,T0061,MacBook Air M2 13”,4,2025-08-04,2467.46,1033,El Salvador,9869.84
30062,T0062,Samsung Galaxy S23 Ultra,5,2025-09-25,719.22,1040,Honduras,3596.1000000000004
30063,T0063,Samsung Galaxy S23 Ultra,1,2025-03-11,201.54,1071,México,201.54
30064,T0064,iPad Pro 12.9”,2,2025-08-04,2070.46,1046,Perú,4140.92
30065,T0065,NVIDIA Shield TV Pro,4,2025-08-10,1098.75,1070,Chile,4395.0
30066,T0066,MacBook Air M2 13”,3,2025-03-07,1807.39,1043,Perú,5422.17
30067,T0067,Samsung Galaxy Watch 6,4,2025-05-14,2121.78,1065,Colombia,8487.12
30068,T0068,LG OLED C2 55” TV,4,2025-07-07,778.76,1051,Honduras,3115.04
30069,T0069,Razer Huntsman V2 Teclado,4,2025-08-26,1340.22,1084,Guatemala,5360.88
30070,T0070,Dell XPS 15 Laptop,4,2025-07-10,505.02,1041,Colombia,2020.08
30071,T0071,iPad Pro 12.9”,3,2025-07-06,1193.31,1075,El Salvador,3579.93
30072,T0072,GoPro Hero 12 Black,4,2025-07-18,531.06,1042,Chile,2124.24
30073,T0073,NVIDIA Shield TV Pro,2,2025-06-26,2330.85,1008,Honduras,4661.7
30074,T0074,Samsung Odyssey G9 Monitor,3,2025-06-24,1096.47,1020,Perú,3289.41
30075,T0075,MacBook Air M2 13”,4,2025-01-09,2178.19,1093,Argentina,8712.76
30076,T0076,Kindle Paperwhite 2023,3,2025-01-17,425.83,1017,Honduras,1277.49
30077,T0077,Samsung Odyssey G9 Monitor,1,2025-05-07,1982.82,1017,Argentina,1982.82
30078,T0078,iPhone 14 Pro Max 128GB,5,2025-03-22,983.02,1028,México,4915.1
30079,T0079,iPhone 14 Pro Max 128GB,1,2025-05-02,491.1,1009,México,491.1
30080,T0080,MacBook Air M2 13”,5,2025-01-13,1516.67,1051,Honduras,7583.35
30081,T0081,Kindle Paperwhite 2023,1,2025-08-31,2324.59,1082,Argentina,2324.59
30082,T0082,Razer Huntsman V2 Teclado,1,2025-05-09,1728.7,1002,Honduras,1728.7
30083,T0083,DJI Mini 3 Pro Drone,1,2025-04-30,1795.0,1047,El Salvador,1795.0
30084,T0084,LG OLED C2 55” TV,1,2025-08-30,630.49,1073,Chile,630.49
30085,T0085,Razer Huntsman V2 Teclado,2,2025-04-29,1857.86,1068,Colombia,3715.72
30086,T0086,Samsung Galaxy Watch 6,2,2025-01-29,131.23,1089,México,262.46
30087,T0087,Samsung Odyssey G9 Monitor,1,2025-07-08,1148.32,1067,Argentina,1148.32
30088,T0088,Logitech MX Master 3S Mouse,3,2025-02-20,1391.87,1067,México,4175.61
30089,T0089,GoPro Hero 12 Black,1,2025-05-17,328.52,1058,Argentina,328.52
30090,T0090,Kindle Paperwhite 2023,5,2025-09-17,1111.91,1046,Honduras,5559.55
30091,T0091,Kindle Paperwhite 2023,5,2025-03-03,1900.15,1088,Chile,9500.75
30092,T0092,DJI Mini 3 Pro Drone,4,2025-02-25,2222.87,1020,El Salvador,8891.48
30093,T0093,Kindle Paperwhite 2023,5,2025-07-30,1877.37,1062,Perú,9386.849999999999
30094,T0094,Samsung Odyssey G9 Monitor,3,2025-08-31,767.87,1051,Colombia,2303.61
30095,T0095,Sony WH-1000XM5 Audífonos,2,2025-05-08,1469.67,1034,Chile,2939.34
30096,T0096,Logitech MX Master 3S Mouse,1,2025-07-12,308.2,1035,El Salvador,308.2
30097,T0097,Dell XPS 15 Laptop,2,2025-02-28,453.25,1078,Honduras,906.5
30098,T0098,Canon EOS R6 Mark II,1,2025-06-06,1435.6,1012,México,1435.6
30099,T0099,Sony Alpha a7 IV Cámara,2,2025-05-07,1739.45,1095,Honduras,3478.9
30100,T0100,ASUS ROG Strix RTX 4080 GPU,1,2025-04-21,1310.49,1076,Perú,1310.49
30001,T0001,NVIDIA Shield TV Pro,5,2025-06-16,2394.82,1005,Argentina,11974.1
30002,T0002,iPad Pro 12.9”,2,2025-05-09,2417.17,1092,Argentina,4834.34
30003,T0003,DJI Mini 3 Pro Drone,5,2025-03-10,1285.31,1030,Perú,6426.549999999999
30004,T0004,Sony Alpha a7 IV Cámara,5,2025-07-24,127.87,1079,Colombia,639.35
30005,T0005,ASUS ROG Strix RTX 4080 GPU,2,2025-08-06,370.56,1038,Honduras,741.12
30006,T0006,Samsung Odyssey G9 Monitor,2,2025-01-07,1066.1,1016,El Salvador,2132.2
30007,T0007,DJI Mini 3 Pro Drone,2,2025-01-19,1076.39,1095,Chile,2152.78
30008,T0008,ASUS ROG Strix RTX 4080 GPU,5,2025-07-27,2281.57,1001,Argentina,11407.85
30009,T0009,DJI Mini 3 Pro Drone,4,2025-02-01,327.22,1058,Colombia,1308.88
30010,T0010,ASUS ROG Strix RTX 4080 GPU,5,2025-03-27,130.79,1002,Honduras,653.9499999999999
30011,T0011,Sony Alpha a7 IV Cámara,5,2025-09-17,1788.21,1065,Honduras,8941.05
30012,T0012,MacBook Air M2 13”,2,2025-07-01,1137.13,1039,Chile,2274.26
30013,T0013,MacBook Air M2 13”,5,2025-05-31,1523.19,1069,Argentina,7615.950000000001
30014,T0014,Samsung Galaxy S23 Ultra,4,2025-04-09,546.96,1031,México,2187.84
30015,T0015,Bose QuietComfort 45,2,2025-01-13,1833.09,1063,Guatemala,3666.18
30016,T0016,Sony Alpha a7 IV Cámara,3,2025-02-05,1561.9,1068,Chile,4685.700000000001
30017,T0017,NVIDIA Shield TV Pro,3,2025-01-26,2233.07,1011,Honduras,6699.210000000001
30018,T0018,iPad Pro 12.9”,5,2025-04-25,511.58,1031,Guatemala,2557.9
30019,T0019,iPhone 14 Pro Max 128GB,4,2025-08-18,1937.63,1093,Argentina,7750.52
30020,T0020,Samsung Galaxy S23 Ultra,2,2025-01-22,1107.8,1011,Honduras,2215.6
30021,T0021,Bose QuietComfort 45,5,2025-03-14,1894.1,1046,El Salvador,9470.5
30022,T0022,iPad Pro 12.9”,3,2025-09-28,56.39,1056,Argentina,169.17000000000002
30023,T0023,Bose QuietComfort 45,2,2025-06-04,1644.18,1086,Colombia,3288.36
30024,T0024,Canon EOS R6 Mark II,3,2025-03-28,503.1,1058,México,1509.3000000000002
30025,T0025,Sony Alpha a7 IV Cámara,4,2025-08-14,2052.49,1023,El Salvador,8209.96
30026,T0026,DJI Mini 3 Pro Drone,4,2025-06-23,1590.74,1005,El Salvador,6362.96
30027,T0027,Apple Watch Series 9,1,2025-01-08,346.01,1089,Colombia,346.01
30028,T0028,Bose QuietComfort 45,5,2025-04-18,1324.21,1051,Chile,6621.05
30029,T0029,Apple Watch Series 9,2,2025-03-15,1532.09,1009,Perú,3064.18
30030,T0030,Sony Alpha a7 IV Cámara,1,2025-05-31,2461.53,1001,México,2461.53
30031,T0031,DJI Mini 3 Pro Drone,3,2025-06-08,1927.25,1085,Chile,5781.75
30032,T0032,Razer Huntsman V2 Teclado,5,2025-09-13,2348.31,1068,Chile,11741.55
30033,T0033,iPad Pro 12.9”,5,2025-01-18,826.73,1061,México,4133.65
30034,T0034,DJI Mini 3 Pro Drone,5,2025-08-20,242.78,1055,Argentina,1213.9
30035,T0035,Samsung Galaxy S23 Ultra,2,2025-09-10,139.04,1058,Honduras,278.08
30036,T0036,Dell XPS 15 Laptop,2,2025-05-15,879.88,1073,Honduras,1759.76
30037,T0037,Canon EOS R6 Mark II,3,2025-04-22,497.76,1063,Chile,1493.28
30038,T0038,iPad Pro 12.9”,4,2025-09-27,1193.91,1029,El Salvador,4775.64
30039,T0039,GoPro Hero 12 Black,4,2025-05-27,1289.66,1043,Chile,5158.64
30040,T0040,GoPro Hero 12 Black,2,2025-04-16,1019.37,1068,Argentina,2038.74
30041,T0041,Samsung Galaxy Watch 6,4,2025-08-12,1890.47,1066,El Salvador,7561.88
30042,T0042,Sony Alpha a7 IV Cámara,1,2025-03-28,1250.01,1055,Guatemala,1250.01
30043,T0043,MacBook Air M2 13”,2,2025-04-30,207.27,1099,Honduras,414.54
30044,T0044,Sony Alpha a7 IV Cámara,3,2025-09-03,2000.57,1089,Perú,6001.71
30045,T0045,Samsung Galaxy Watch 6,5,2025-07-05,1684.07,1041,Colombia,8420.35
30046,T0046,Logitech MX Master 3S Mouse,1,2025-07-22,2369.29,1070,Perú,2369.29
30047,T0047,Sony WH-1000XM5 Audífonos,5,2025-06-21,236.32,1002,Argentina,1181.6
30048,T0048,iPad Pro 12.9”,2,2025-08-12,1470.95,1017,Guatemala,2941.9
30049,T0049,Razer Huntsman V2 Teclado,3,2025-04-28,1589.12,1039,Honduras,4767.36
30050,T0050,ASUS ROG Strix RTX 4080 GPU,1,2025-06-27,452.03,1003,México,452.03
30051,T0051,DJI Mini 3 Pro Drone,2,2025-06-17,2428.16,1068,Chile,4856.32
30052,T0052,Sony WH-1000XM5 Audífonos,2,2025-03-24,1805.18,1063,Honduras,3610.36
30053,T0053,LG OLED C2 55” TV,3,2025-04-10,1393.76,1076,Chile,4181.28
30054,T0054,MacBook Air M2 13”,5,2025-06-20,409.28,1005,Perú,2046.3999999999999
30055,T0055,MacBook Air M2 13”,2,2025-04-16,683.45,1038,El Salvador,1366.9
30056,T0056,Razer Huntsman V2 Teclado,2,2025-01-10,759.93,1009,Perú,1519.86
30057,T0057,iPhone 14 Pro Max 128GB,4,2025-01-12,261.59,1083,México,1046.36
30058,T0058,iPhone 14 Pro Max 128GB,1,2025-05-27,210.81,1084,Argentina,210.81
30059,T0059,Samsung Galaxy Watch 6,3,2025-08-22,1697.71,1079,Colombia,5093.13
30060,T0060,LG OLED C2 55” TV,5,2025-02-07,1326.29,1079,Honduras,6631.45
30061,T0061,MacBook Air M2 13”,4,2025-08-04,2467.46,1033,El Salvador,9869.84
30062,T0062,Samsung Galaxy S23 Ultra,5,2025-09-25,719.22,1040,Honduras,3596.1000000000004
30063,T0063,Samsung Galaxy S23 Ultra,1,2025-03-11,201.54,1071,México,201.54
30064,T0064,iPad Pro 12.9”,2,2025-08-04,2070.46,1046,Perú,4140.92
30065,T0065,NVIDIA Shield TV Pro,4,2025-08-10,1098.75,1070,Chile,4395.0
30066,T0066,MacBook Air M2 13”,3,2025-03-07,1807.39,1043,Perú,5422.17
30067,T0067,Samsung Galaxy Watch 6,4,2025-05-14,2121.78,1065,Colombia,8487.12
30068,T0068,LG OLED C2 55” TV,4,2025-07-07,778.76,1051,Honduras,3115.04
30069,T0069,Razer Huntsman V2 Teclado,4,2025-08-26,1340.22,1084,Guatemala,5360.88
30070,T0070,Dell XPS 15 Laptop,4,2025-07-10,505.02,1041,Colombia,2020.08
30071,T0071,iPad Pro 12.9”,3,2025-07-06,1193.31,1075,El Salvador,3579.93
30072,T0072,GoPro Hero 12 Black,4,2025-07-18,531.06,1042,Chile,2124.24
30073,T0073,NVIDIA Shield TV Pro,2,2025-06-26,2330.85,1008,Honduras,4661.7
30074,T0074,Samsung Odyssey G9 Monitor,3,2025-06-24,1096.47,1020,Perú,3289.41
30075,T0075,MacBook Air M2 13”,4,2025-01-09,2178.19,1093,Argentina,8712.76
30076,T0076,Kindle Paperwhite 2023,3,2025-01-17,425.83,1017,Honduras,1277.49
30077,T0077,Samsung Odyssey G9 Monitor,1,2025-05-07,1982.82,1017,Argentina,1982.82
30078,T0078,iPhone 14 Pro Max 128GB,5,2025-03-22,983.02,1028,México,4915.1
30079,T0079,iPhone 14 Pro Max 128GB,1,2025-05-02,491.1,1009,México,491.1
30080,T0080,MacBook Air M2 13”,5,2025-01-13,1516.67,1051,Honduras,7583.35
30081,T0081,Kindle Paperwhite 2023,1,2025-08-31,2324.59,1082,Argentina,2324.59
30082,T0082,Razer Huntsman V2 Teclado,1,2025-05-09,1728.7,1002,Honduras,1728.7
30083,T0083,DJI Mini 3 Pro Drone,1,2025-04-30,1795.0,1047,El Salvador,1795.0
30084,T0084,LG OLED C2 55” TV,1,2025-08-30,630.49,1073,Chile,630.49
30085,T0085,Razer Huntsman V2 Teclado,2,2025-04-29,1857.86,1068,Colombia,3715.72
30086,T0086,Samsung Galaxy Watch 6,2,2025-01-29,131.23,1089,México,262.46
30087,T0087,Samsung Odyssey G9 Monitor,1,2025-07-08,1148.32,1067,Argentina,1148.32
30088,T0088,Logitech MX Master 3S Mouse,3,2025-02-20,1391.87,1067,México,4175.61
30089,T0089,GoPro Hero 12 Black,1,2025-05-17,328.52,1058,Argentina,328.52
30090,T0090,Kindle Paperwhite 2023,5,2025-09-17,1111.91,1046,Honduras,5559.55
30091,T0091,Kindle Paperwhite 2023,5,2025-03-03,1900.15,1088,Chile,9500.75
30092,T0092,DJI Mini 3 Pro Drone,4,2025-02-25,2222.87,1020,El Salvador,8891.48
30093,T0093,Kindle Paperwhite 2023,5,2025-07-30,1877.37,1062,Perú,9386.849999999999
30094,T0094,Samsung Odyssey G9 Monitor,3,2025-08-31,767.87,1051,Colombia,2303.61
30095,T0095,Sony WH-1000XM5 Audífonos,2,2025-05-08,1469.67,1034,Chile,2939.34
30096,T0096,Logitech MX Master 3S Mouse,1,2025-07-12,308.2,1035,El Salvador,308.2
30097,T0097,Dell XPS 15 Laptop,2,2025-02-28,453.25,1078,Honduras,906.5
30098,T0098,Canon EOS R6 Mark II,1,2025-06-06,1435.6,1012,México,1435.6
30099,T0099,Sony Alpha a7 IV Cámara,2,2025-05-07,1739.45,1095,Honduras,3478.9
30100,T0100,ASUS ROG Strix RTX 4080 GPU,1,2025-04-21,1310.49,1076,Perú,1310.49
30001,T0001,NVIDIA Shield TV Pro,5,2025-06-16,2394.82,1005,Argentina,11974.1
30002,T0002,iPad Pro 12.9”,2,2025-05-09,2417.17,1092,Argentina,4834.34
30003,T0003,DJI Mini 3 Pro Drone,5,2025-03-10,1285.31,1030,Perú,6426.549999999999
30004,T0004,Sony Alpha a7 IV Cámara,5,2025-07-24,127.87,1079,Colombia,639.35
30005,T0005,ASUS ROG Strix RTX 4080 GPU,2,2025-08-06,370.56,1038,Honduras,741.12
30006,T0006,Samsung Odyssey G9 Monitor,2,2025-01-07,1066.1,1016,El Salvador,2132.2
30007,T0007,DJI Mini 3 Pro Drone,2,2025-01-19,1076.39,1095,Chile,2152.78
30008,T0008,ASUS ROG Strix RTX 4080 GPU,5,2025-07-27,2281.57,1001,Argentina,11407.85
30009,T0009,DJI Mini 3 Pro Drone,4,2025-02-01,327.22,1058,Colombia,1308.88
30010,T0010,ASUS ROG Strix RTX 4080 GPU,5,2025-03-27,130.79,1002,Honduras,653.9499999999999
30011,T0011,Sony Alpha a7 IV Cámara,5,2025-09-17,1788.21,1065,Honduras,8941.05
30012,T0012,MacBook Air M2 13”,2,2025-07-01,1137.13,1039,Chile,2274.26
30013,T0013,MacBook Air M2 13”,5,2025-05-31,1523.19,1069,Argentina,7615.950000000001
30014,T0014,Samsung Galaxy S23 Ultra,4,2025-04-09,546.96,1031,México,2187.84
30015,T0015,Bose QuietComfort 45,2,2025-01-13,1833.09,1063,Guatemala,3666.18
30016,T0016,Sony Alpha a7 IV Cámara,3,2025-02-05,1561.9,1068,Chile,4685.700000000001
30017,T0017,NVIDIA Shield TV Pro,3,2025-01-26,2233.07,1011,Honduras,6699.210000000001
30018,T0018,iPad Pro 12.9”,5,2025-04-25,511.58,1031,Guatemala,2557.9
30019,T0019,iPhone 14 Pro Max 128GB,4,2025-08-18,1937.63,1093,Argentina,7750.52
30020,T0020,Samsung Galaxy S23 Ultra,2,2025-01-22,1107.8,1011,Honduras,2215.6
30021,T0021,Bose QuietComfort 45,5,2025-03-14,1894.1,1046,El Salvador,9470.5
30022,T0022,iPad Pro 12.9”,3,2025-09-28,56.39,1056,Argentina,169.17000000000002
30023,T0023,Bose QuietComfort 45,2,2025-06-04,1644.18,1086,Colombia,3288.36
30024,T0024,Canon EOS R6 Mark II,3,2025-03-28,503.1,1058,México,1509.3000000000002
30025,T0025,Sony Alpha a7 IV Cámara,4,2025-08-14,2052.49,1023,El Salvador,8209.96
30026,T0026,DJI Mini 3 Pro Drone,4,2025-06-23,1590.74,1005,El Salvador,6362.96
30027,T0027,Apple Watch Series 9,1,2025-01-08,346.01,1089,Colombia,346.01
30028,T0028,Bose QuietComfort 45,5,2025-04-18,1324.21,1051,Chile,6621.05
30029,T0029,Apple Watch Series 9,2,2025-03-15,1532.09,1009,Perú,3064.18
30030,T0030,Sony Alpha a7 IV Cámara,1,2025-05-31,2461.53,1001,México,2461.53
30031,T0031,DJI Mini 3 Pro Drone,3,2025-06-08,1927.25,1085,Chile,5781.75
30032,T0032,Razer Huntsman V2 Teclado,5,2025-09-13,2348.31,1068,Chile,11741.55
30033,T0033,iPad Pro 12.9”,5,2025-01-18,826.73,1061,México,4133.65
30034,T0034,DJI Mini 3 Pro Drone,5,2025-08-20,242.78,1055,Argentina,1213.9
30035,T0035,Samsung Galaxy S23 Ultra,2,2025-09-10,139.04,1058,Honduras,278.08
30036,T0036,Dell XPS 15 Laptop,2,2025-05-15,879.88,1073,Honduras,1759.76
30037,T0037,Canon EOS R6 Mark II,3,2025-04-22,497.76,1063,Chile,1493.28
30038,T0038,iPad Pro 12.9”,4,2025-09-27,1193.91,1029,El Salvador,4775.64
30039,T0039,GoPro Hero 12 Black,4,2025-05-27,1289.66,1043,Chile,5158.64
30040,T0040,GoPro Hero 12 Black,2,2025-04-16,1019.37,1068,Argentina,2038.74
30041,T0041,Samsung Galaxy Watch 6,4,2025-08-12,1890.47,1066,El Salvador,7561.88
30042,T0042,Sony Alpha a7 IV Cámara,1,2025-03-28,1250.01,1055,Guatemala,1250.01
30043,T0043,MacBook Air M2 13”,2,2025-04-30,207.27,1099,Honduras,414.54
30044,T0044,Sony Alpha a7 IV Cámara,3,2025-09-03,2000.57,1089,Perú,6001.71
30045,T0045,Samsung Galaxy Watch 6,5,2025-07-05,1684.07,1041,Colombia,8420.35
30046,T0046,Logitech MX Master 3S Mouse,1,2025-07-22,2369.29,1070,Perú,2369.29
30047,T0047,Sony WH-1000XM5 Audífonos,5,2025-06-21,236.32,1002,Argentina,1181.6
30048,T0048,iPad Pro 12.9”,2,2025-08-12,1470.95,1017,Guatemala,2941.9
30049,T0049,Razer Huntsman V2 Teclado,3,2025-04-28,1589.12,1039,Honduras,4767.36
30050,T0050,ASUS ROG Strix RTX 4080 GPU,1,2025-06-27,452.03,1003,México,452.03
30051,T0051,DJI Mini 3 Pro Drone,2,2025-06-17,2428.16,1068,Chile,4856.32
30052,T0052,Sony WH-1000XM5 Audífonos,2,2025-03-24,1805.18,1063,Honduras,3610.36
30053,T0053,LG OLED C2 55” TV,3,2025-04-10,1393.76,1076,Chile,4181.28
30054,T0054,MacBook Air M2 13”,5,2025-06-20,409.28,1005,Perú,2046.3999999999999
30055,T0055,MacBook Air M2 13”,2,2025-04-16,683.45,1038,El Salvador,1366.9
30056,T0056,Razer Huntsman V2 Teclado,2,2025-01-10,759.93,1009,Perú,1519.86
30057,T0057,iPhone 14 Pro Max 128GB,4,2025-01-12,261.59,1083,México,1046.36
30058,T0058,iPhone 14 Pro Max 128GB,1,2025-05-27,210.81,1084,Argentina,210.81
30059,T0059,Samsung Galaxy Watch 6,3,2025-08-22,1697.71,1079,Colombia,5093.13
30060,T0060,LG OLED C2 55” TV,5,2025-02-07,1326.29,1079,Honduras,6631.45
30061,T0061,MacBook Air M2 13”,4,2025-08-04,2467.46,1033,El Salvador,9869.84
30062,T0062,Samsung Galaxy S23 Ultra,5,2025-09-25,719.22,1040,Honduras,3596.1000000000004
30063,T0063,Samsung Galaxy S23 Ultra,1,2025-03-11,201.54,1071,México,201.54
30064,T0064,iPad Pro 12.9”,2,2025-08-04,2070.46,1046,Perú,4140.92
30065,T0065,NVIDIA Shield TV Pro,4,2025-08-10,1098.75,1070,Chile,4395.0
30066,T0066,MacBook Air M2 13”,3,2025-03-07,1807.39,1043,Perú,5422.17
30067,T0067,Samsung Galaxy Watch 6,4,2025-05-14,2121.78,1065,Colombia,8487.12
30068,T0068,LG OLED C2 55” TV,4,2025-07-07,778.76,1051,Honduras,3115.04
30069,T0069,Razer Huntsman V2 Teclado,4,2025-08-26,1340.22,1084,Guatemala,5360.88
30070,T0070,Dell XPS 15 Laptop,4,2025-07-10,505.02,1041,Colombia,2020.08
30071,T0071,iPad Pro 12.9”,3,2025-07-06,1193.31,1075,El Salvador,3579.93
30072,T0072,GoPro Hero 12 Black,4,2025-07-18,531.06,1042,Chile,2124.24
30073,T0073,NVIDIA Shield TV Pro,2,2025-06-26,2330.85,1008,Honduras,4661.7
30074,T0074,Samsung Odyssey G9 Monitor,3,2025-06-24,1096.47,1020,Perú,3289.41
30075,T0075,MacBook Air M2 13”,4,2025-01-09,2178.19,1093,Argentina,8712.76
30076,T0076,Kindle Paperwhite 2023,3,2025-01-17,425.83,1017,Honduras,1277.49
30077,T0077,Samsung Odyssey G9 Monitor,1,2025-05-07,1982.82,1017,Argentina,1982.82
30078,T0078,iPhone 14 Pro Max 128GB,5,2025-03-22,983.02,1028,México,4915.1
30079,T0079,iPhone 14 Pro Max 128GB,1,2025-05-02,491.1,1009,México,491.1
30080,T0080,MacBook Air M2 13”,5,2025-01-13,1516.67,1051,Honduras,7583.35
30081,T0081,Kindle Paperwhite 2023,1,2025-08-31,2324.59,1082,Argentina,2324.59
30082,T0082,Razer Huntsman V2 Teclado,1,2025-05-09,1728.7,1002,Honduras,1728.7
30083,T0083,DJI Mini 3 Pro Drone,1,2025-04-30,1795.0,1047,El Salvador,1795.0
30084,T0084,LG OLED C2 55” TV,1,2025-08-30,630.49,1073,Chile,630.49
30085,T0085,Razer Huntsman V2 Teclado,2,2025-04-29,1857.86,1068,Colombia,3715.72
30086,T0086,Samsung Galaxy Watch 6,2,2025-01-29,131.23,1089,México,262.46
30087,T0087,Samsung Odyssey G9 Monitor,1,2025-07-08,1148.32,1067,Argentina,1148.32
30088,T0088,Logitech MX Master 3S Mouse,3,2025-02-20,1391.87,1067,México,4175.61
30089,T0089,GoPro Hero 12 Black,1,2025-05-17,328.52,1058,Argentina,328.52
30090,T0090,Kindle Paperwhite 2023,5,2025-09-17,1111.91,1046,Honduras,5559.55
30091,T0091,Kindle Paperwhite 2023,5,2025-03-03,1900.15,1088,Chile,9500.75
30092,T0092,DJI Mini 3 Pro Drone,4,2025-02-25,2222.87,1020,El Salvador,8891.48
30093,T0093,Kindle Paperwhite 2023,5,2025-07-30,1877.37,1062,Perú,9386.849999999999
30094,T0094,Samsung Odyssey G9 Monitor,3,2025-08-31,767.87,1051,Colombia,2303.61
30095,T0095,Sony WH-1000XM5 Audífonos,2,2025-05-08,1469.67,1034,Chile,2939.34
30096,T0096,Logitech MX Master 3S Mouse,1,2025-07-12,308.2,1035,El Salvador,308.2
30097,T0097,Dell XPS 15 Laptop,2,2025-02-28,453.25,1078,Honduras,906.5
30098,T0098,Canon EOS R6 Mark II,1,2025-06-06,1435.6,1012,México,1435.6
30099,T0099,Sony Alpha a7 IV Cámara,2,2025-05-07,1739.45,1095,Honduras,3478.9
30100,T0100,ASUS ROG Strix RTX 4080 GPU,1,2025-04-21,1310.49,1076,Perú,1310.49
30001,T0001,NVIDIA Shield TV Pro,5,2025-06-16,2394.82,1005,Argentina,11974.1
30002,T0002,iPad Pro 12.9”,2,2025-05-09,2417.17,1092,Argentina,4834.34
30003,T0003,DJI Mini 3 Pro Drone,5,2025-03-10,1285.31,1030,Perú,6426.549999999999
30004,T0004,Sony Alpha a7 IV Cámara,5,2025-07-24,127.87,1079,Colombia,639.35
30005,T0005,ASUS ROG Strix RTX 4080 GPU,2,2025-08-06,370.56,1038,Honduras,741.12
30006,T0006,Samsung Odyssey G9 Monitor,2,2025-01-07,1066.1,1016,El Salvador,2132.2
30007,T0007,DJI Mini 3 Pro Drone,2,2025-01-19,1076.39,1095,Chile,2152.78
30008,T0008,ASUS ROG Strix RTX 4080 GPU,5,2025-07-27,2281.57,1001,Argentina,11407.85
30009,T0009,DJI Mini 3 Pro Drone,4,2025-02-01,327.22,1058,Colombia,1308.88
30010,T0010,ASUS ROG Strix RTX 4080 GPU,5,2025-03-27,130.79,1002,Honduras,653.9499999999999
30011,T0011,Sony Alpha a7 IV Cámara,5,2025-09-17,1788.21,1065,Honduras,8941.05
30012,T0012,MacBook Air M2 13”,2,2025-07-01,1137.13,1039,Chile,2274.26
30013,T0013,MacBook Air M2 13”,5,2025-05-31,1523.19,1069,Argentina,7615.950000000001
30014,T0014,Samsung Galaxy S23 Ultra,4,2025-04-09,546.96,1031,México,2187.84
30015,T0015,Bose QuietComfort 45,2,2025-01-13,1833.09,1063,Guatemala,3666.18
30016,T0016,Sony Alpha a7 IV Cámara,3,2025-02-05,1561.9,1068,Chile,4685.700000000001
30017,T0017,NVIDIA Shield TV Pro,3,2025-01-26,2233.07,1011,Honduras,6699.210000000001
30018,T0018,iPad Pro 12.9”,5,2025-04-25,511.58,1031,Guatemala,2557.9
30019,T0019,iPhone 14 Pro Max 128GB,4,2025-08-18,1937.63,1093,Argentina,7750.52
30020,T0020,Samsung Galaxy S23 Ultra,2,2025-01-22,1107.8,1011,Honduras,2215.6
30021,T0021,Bose QuietComfort 45,5,2025-03-14,1894.1,1046,El Salvador,9470.5
30022,T0022,iPad Pro 12.9”,3,2025-09-28,56.39,1056,Argentina,169.17000000000002
30023,T0023,Bose QuietComfort 45,2,2025-06-04,1644.18,1086,Colombia,3288.36
30024,T0024,Canon EOS R6 Mark II,3,2025-03-28,503.1,1058,México,1509.3000000000002
30025,T0025,Sony Alpha a7 IV Cámara,4,2025-08-14,2052.49,1023,El Salvador,8209.96
30026,T0026,DJI Mini 3 Pro Drone,4,2025-06-23,1590.74,1005,El Salvador,6362.96
30027,T0027,Apple Watch Series 9,1,2025-01-08,346.01,1089,Colombia,346.01
30028,T0028,Bose QuietComfort 45,5,2025-04-18,1324.21,1051,Chile,6621.05
30029,T0029,Apple Watch Series 9,2,2025-03-15,1532.09,1009,Perú,3064.18
